datetime_utc,airline,name,retweet_count,text,tweet_location,airline_sentiment
2015-02-17 08:03:00,Southwest,sahandmirza,0,@SouthwestAir been on hold for &gt;30 minutes about my Cancelled Flightled flight. Still not talked to anyone and flight is soon. What gives?,"San Francisco, CA",negative
2015-02-17 08:05:00,United,tcfitz3,0,"@United - Ridiculous to fly outdated 757s anywhere much less btwn IAH and SFO. No power ports, no  Wifi, no personal entertainment. TORTURE",Houston,negative
2015-02-17 08:05:00,Delta,JetBlueNews,0,"@JetBlue CEO weighs profits, flyers - @ChronicleHerald (registration) http://t.co/9vKj9S7jrM",USA,neutral
2015-02-17 08:09:00,Southwest,PorterHaney,0,@SouthwestAir the last 4 times I've arrived @LASairport our gate has been blocked by a slow to depart plane leading to 30-60 min delays,Las Vegas,negative
2015-02-17 08:09:00,United,OHaraAmber,0,@united what if business as usual meant dropping the bully mentality and fostering inspiration for a greater business #EmployeeRelations,"Wheatridge,Colo",negative
2015-02-17 08:11:00,Southwest,RachFee,0,@southwestair - kind of early but any idea when dates through the first week of sept will come available?,"London, Ontario, Canada",neutral
2015-02-17 08:11:00,US Airways,Jack_Kairys,0,@USAirways your service has been awful in Boston and I had to pay 25 extra dollars than I was supposed too I am very dissatisfied #mad,,negative
2015-02-17 08:12:00,Delta,Karimilrodz,0,@JetBlue I hear that the new thing in your planes are the Fly-Fi. How I can check if the flight that Im going to take have it?,Puerto Rico,neutral
2015-02-17 08:14:00,Southwest,MyMissus,0,@SouthwestAir Guys for real. I've been on hold for 4+ hours including one hangup. Please have someone reach out so I can get my $ back.,"Brooklyn, NY",negative
2015-02-17 08:15:00,US Airways,Champa24,0,@USAirways great job today In ruining 45 people's vacation. Thanks to your incompetent pilot and staff we have all now missed our flights,,negative
2015-02-17 08:15:00,Southwest,mrs_laurelanne,0,@SouthwestAir can't update my flight online bc it's been Cancelled Flighted twice already. Going on hour 2 on hold.,,negative
2015-02-17 08:16:00,Southwest,DaxJeter,0,@SouthwestAir I'm showing flight 4720 delayed again. Would my boarding pass still be good or was my seat given away?,"Nashville,TN",negative
2015-02-17 08:19:00,Delta,Darshan7Patel,0,@JetBlue please provide me your direct email for me to explain.,,negative
2015-02-17 08:19:00,Southwest,portugrad,0,@SouthwestAir tried to rebook online but it says that I have to pay $200 for difference in price. Please help,Chicagoland Area,negative
2015-02-17 08:22:00,Southwest,RachFee,0,"@SouthwestAir Beautiful, thanks a ton!","London, Ontario, Canada",positive
2015-02-17 08:24:00,Southwest,kristaallison28,0,@SouthwestAir Cancelled Flightled my flight out of BNA today. Been on hold for an hour. _Ù÷Ê #frustrated!,orlando,negative
2015-02-17 08:26:00,US Airways,DaFuente,0,"@USAirways IÛªve had my flight Cancelled Flightled twice now, and after 5 minutes of automated questions, the phone just goes to a busy signal. Help?","Atlanta, GA",negative
2015-02-17 08:26:00,Southwest,matthewhyah,0,@SouthwestAir Can you link the article where it says the routes and what times the routes are likely to be? Like TUL-DAL 1:00PM - 7 None,USA,neutral
2015-02-17 08:26:00,Southwest,momof43s,0,ÛÏ@SouthwestAir:Southwest mobile boarding passes now available in iOS Passbook! http://t.co/xmRvR4lGEg http://t.co/wJoc9f14SUÛ@tori_leggieri,,neutral
2015-02-17 08:27:00,US Airways,LucyALloyd,0,. @USAirways It's been Cancelled Flighted. Your SM response is slow.,Downers Grove,negative
2015-02-17 08:28:00,Southwest,challemann,0,@SouthwestAir Hi-My flight (BNA to LGA) was Cancelled Flighted this morning--#1814. Looks like other flights out of BNA are taking off. Any chance?,New York,negative
2015-02-17 08:28:00,Southwest,ClaudddiaVS,0,@SouthwestAir I need updates on my flights 464 &amp; 3574. I have been on hold for over 2 hours.,"Northridge, CA",negative
2015-02-17 08:28:00,US Airways,CharNewsJunkie,0,"@USAirways Almost 4 hours and coin now. Understand higher call volume, but this is unacceptable.","Charlotte, North Carolina",negative
2015-02-17 08:30:00,Southwest,misskennedys,1,@SouthwestAir has the WORST customer service of any airline I've ever flown.,,negative
2015-02-17 08:30:00,Southwest,dontbhave,0,@SouthwestAir Where should I fly by May 3rd? Plz advise.,"Broomfield, CO",neutral
2015-02-17 08:30:00,Southwest,scottglass70,0,@SouthwestAir trying to get through to cust relations. Is there another # to use?,"Midlothian, Virginia",neutral
2015-02-17 08:31:00,Southwest,spstpierre,0,@SouthwestAir + @twitter  = outstanding customer service!  Thank you!,"Nashville, TN",positive
2015-02-17 08:31:00,Southwest,christooma,0,@SouthwestAir finally!,"Nashville, TN",positive
2015-02-17 08:33:00,Southwest,deantak,0,@SouthwestAir discount for three delays?,Silicon Valley,negative
2015-02-17 08:33:00,Southwest,faithfabulous,0,@SouthwestAir tried online and told I must call b/c of modifications to my reservation. Been on hold for almost 2 hours.,District of Corruption,negative
2015-02-17 08:35:00,US Airways,DAngel082,0,@USAirways can't even get on hold to wait to speak to someone-awesome,New York,negative
2015-02-17 08:35:00,United,TheSapphireLife,0,@united THRILLED to have my carry-on checked against my will by two nasty gate agents only to see an entire empty bin when I boarded last...,"Boston, MA",negative
2015-02-17 08:36:00,Delta,JetBlueNews,0,@JetBlue to offer service from Daytona Beach to New York - Albany Business Review http://t.co/dUhBJ41jHx,USA,positive
2015-02-17 08:36:00,United,mtezna,0,@united You know what the United Club needs? Power. MOAR power. Insufficient outlets for the #RoadWarrior (ORD),Virginia,negative
2015-02-17 08:36:00,Southwest,GameDaySweetie,0,"@SouthwestAir almost 2 hours on hold, 2 hours of my life I can't get back.... Thanks http://t.co/IyUZM2PUVS","Nashville, TN",negative
2015-02-17 08:39:00,Southwest,jjenreich,1,"@SouthwestAir too bad I'm getting this memo: ""Your reservation contains modifications that prevent you from changing it online."" #FUSTURATED",Fort Lauderdale,negative
2015-02-17 08:39:00,US Airways,TullamoreEims,0,@USAirways You need to contact me ASAP. #Furious,Dublin Raised | Brooklyn Based,neutral
2015-02-17 08:39:00,US Airways,Jack_Kairys,0,@USAirways it was supposed to be a carry on and in Pittsburgh  coming to Boston it was a carry on,,negative
2015-02-17 08:39:00,Delta,JessonaJourney,0,@JetBlue Is today's JetBlue Flight 918 (NYC-&gt;BOS) delayed? My app says on time and the website says it's not...,New York,negative
2015-02-17 08:40:00,United,BhutanOrient,0,@united didn't get her name. She was not in our group. She was sitting behind us. Think it was window seat #40? We only overheard...,Bhutan,negative
2015-02-17 08:40:00,US Airways,juliadavis,0,"Yes, I filed a report in Atlanta. My bags are in Charlotte, NC. 24 hours Late Flightr and still can't find my luggage ... @USAirways","Atlanta, Georgia",negative
2015-02-17 08:40:00,US Airways,jameypricephoto,0,@USAirways it takes a month?,,negative
2015-02-17 08:40:00,US Airways,Forsyth_Factor,0,"@USAirways thanks for the reply, hoping everything is cleared up in Charlotte by Monday",Anderson,positive
2015-02-17 08:40:00,Southwest,tonyapoe,0,@SouthwestAir  Thank you.,,positive
2015-02-17 08:41:00,US Airways,TheTaxDiva,0,@USAirways @AmericanAir you make Spirit look like the gem of air travel. You haven't handle this winter storm very well...,MiamiHoustonDCHouston,negative
2015-02-17 08:42:00,Delta,gigirey1,0,@JetBlue what's the link for #FlyFi,,neutral
2015-02-17 08:42:00,United,kat_volk,0,.@united nothing apparently. I've flown w/ you 4 times in last 3 weeks and 3 of those experiences (incl today) were clusterfucks.,"Tucson, AZ and Vancouver, BC",negative
2015-02-17 08:43:00,US Airways,crshipferling,0,@USAirways your chairmans phone is down. what other number can i use?,"ÌÏT: 35.029717,-80.9659",negative
2015-02-17 08:43:00,Virgin America,PlayjtLV,0,ÛÏ@VirginAmerica: Book out of town with fares from $59/way (+restr). http://t.co/xRdTOV7nl8 http://t.co/4Y78byAckcÛ @JenniferDawnPro,"Las Vegas, NV",neutral
2015-02-17 08:44:00,US Airways,JasonPlizga,0,@USAirways How soon is possible? I boarded the plane the 1st time at 6:30 am and it is now after 11:30 am and I'm still where I started.,,negative
2015-02-17 08:45:00,US Airways,DAngel082,0,@USAirways  well its 11:45am and just got an email that my 11am flight is delayed-thats not right,New York,negative
2015-02-17 08:46:00,United,mlipschits,0,@united why am i mot getting my refund?,Jerusalem-London-Antwerp,negative
2015-02-17 08:46:00,Delta,heyheyman,0,@JetBlue Can't view seat selection/change seat for flight tomorrow. Can you look into this?,"Boston, MA",neutral
2015-02-17 08:47:00,Southwest,RichieGlod,0,@SouthwestAir do you not try to get customers to their destinations? No help to get on another airline if you had no flights for 3 days?,,negative
2015-02-17 08:47:00,US Airways,DAngel082,0,@USAirways  thanks I hope I get to my destination,New York,positive
2015-02-17 08:47:00,Southwest,mal0877,0,"@SouthwestAir I'm an A-list Preferred customer and very loyal SWA. However, your inflight wifi is no better today than it was 4 years ago.",,negative
2015-02-17 08:48:00,Virgin America,BBahreman,4,@VirginAmerica Flying LAX to SFO and after looking at the awesome movie lineup I actually wish I was on a long haul.,Living in a Gangsters Paradise,positive
2015-02-17 08:48:00,United,richardkerris,0,"@united Bad coffee, but the juice is ok. #GetPhilz @ United Terminal SFO Airport http://t.co/Sg7IQqFVsO","Los Gatos, CA ",negative
2015-02-17 08:48:00,Delta,JessonaJourney,0,@JetBlue Thank you!,New York,positive
2015-02-17 08:49:00,US Airways,northerninsgr,0,@USAirways please give Tara G a pat on the back and praise.  She was very very helpful.  She is at PHL member lounge,Maine,positive
2015-02-17 08:49:00,US Airways,laura_crom,0,@USAirways I got up at 2 am for a 5 am flight from bos to Charlotte which I found was Cancelled Flightled once I got to the gate (1),boston,negative
2015-02-17 08:49:00,Delta,kbosspotter,0,"@JetBlue I have a internal bleed in my foot, and I am flying next Tuesday, what should I. Do :( these. Leeds come randomly. I",Logan International Airport,neutral
2015-02-17 08:49:00,United,alvintylaw,0,@united did not let me get on the IAH-HNL direct. Now weather delay for my SFO leg. Stop being reactive and be proactive!,"Island of Oahu, Hawaii",negative
2015-02-17 08:49:00,Delta,gigirey1,0,@JetBlue thank you!! Miss you all so so much!! Is this the link to the blog? Or has that changed?,,positive
2015-02-17 08:49:00,Southwest,city2countryTN,0,@SouthwestAir do you think the flights out of Nashville will be Cancelled Flighted tomorrow?,TN,neutral
2015-02-17 08:50:00,Delta,MakebaMakeba,0,@JetBlue oh hell no. I'm not waiting again to get hung up on after speaking to 2 #rudeservice people,,negative
2015-02-17 08:50:00,Delta,BritishAirNews,0,@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Daily Journal http://t.co/w8MTmSP2RY,UK,neutral
2015-02-17 08:51:00,Southwest,jcfly123,0,@SouthwestAir trying to fly out of Nashville tomorrow. How is it looking?,"Nashville, TN",neutral
2015-02-17 08:51:00,US Airways,Champa24,0,@USAirways no we haven't because we've been in the same line at the service desk for an 1hr and 1/2 now in the same spot.,,negative
2015-02-17 08:51:00,US Airways,laura_crom,0,"@USAirways on your website and on your boards at Logan it said it was on time, so we went through security and got to the gate (2)",boston,neutral
2015-02-17 08:52:00,Delta,kbosspotter,0,"@JetBlue no, I am fine to fly! Haha, they come at random, with the hemophilia, but what if i need extra assistance",Logan International Airport,neutral
2015-02-17 08:52:00,US Airways,TheTaxDiva,0,@USAirways I did and it's been a disaster. You had me sitting on the runway only to bring the plane back to the gate smh,MiamiHoustonDCHouston,negative
2015-02-17 08:52:00,US Airways,TheTaxDiva,0,@USAirways you have the ability to switch my flight to @AmericanAir but you cannot tell me where my bags are.,MiamiHoustonDCHouston,negative
2015-02-17 08:52:00,Southwest,SkySmiles737,0,@SouthwestAir kudos to the #RSW CS crew for re-routing PAX to alleviate Over sale due to down graded EQP 800 now 500,,negative
2015-02-17 08:52:00,Virgin America,Todd1HHD,0,@VirginAmerica was wondering if you guys recieved my dm and we're able to potentially respond asap,Chicago,neutral
2015-02-17 08:53:00,US Airways,TheTaxDiva,0,@USAirways your customer service is horrible,MiamiHoustonDCHouston,negative
2015-02-17 08:53:00,US Airways,TheTaxDiva,0,@USAirways I expect something more than telling me to see an agent to rebook my flight...,MiamiHoustonDCHouston,negative
2015-02-17 08:53:00,Southwest,onestitchshort,0,"@SouthwestAir Flight Cancelled Flightled, reFlight Booking Problems online has not worked, on my second round of hold (3 hrs now). Any other options?",Texas,negative
2015-02-17 08:54:00,US Airways,laura_crom,0,@USAirways and it still says it's on time on your website btw,boston,negative
2015-02-17 08:54:00,Southwest,deantak,0,@SouthwestAir sent,Silicon Valley,neutral
2015-02-17 08:54:00,Delta,MakebaMakeba,0,@JetBlue busy due to storm but customer service should always be on point. More so now than ever #getittogether,,negative
2015-02-17 08:54:00,US Airways,AlexRolek,0,@USAirways been trying to talk with a dividend miles rep for 2 days now. I have been holding for over 2 hours each day. What are my options?,"San Diego, CA",negative
2015-02-17 08:55:00,US Airways,itsjustdoc,0,@USAirways thank you for blowing my vacation. Couldn't get me anywhere today to make my reservation and also lost 2 bags of mine!,Ohio,negative
2015-02-17 08:56:00,Delta,MakebaMakeba,0,@JetBlue my request has nothing to do with rescheduling. But customer service has such a bad attitude today. #badservice,,negative
2015-02-17 08:56:00,United,CWWMUK,0,@united Filled in the form you sent the link to on 29.1.15 and then either 9 or 10.2.15,North West of England,neutral
2015-02-17 08:56:00,US Airways,itsjustdoc,0,@USAirways no warm weather hubs means no Mexico for us.  And I can't go anywhere else since you lost my bags. I hope you attempt to rectify,Ohio,negative
2015-02-17 08:56:00,Southwest,laurenaddell,0,@SouthwestAir I've been on hold with customer service for over an hour. Can you help?!,"New York, New York",negative
2015-02-17 08:56:00,Southwest,matthewhyah,0,"@SouthwestAir I've been on hold for an hour now. 59:57 as I type this. Ridiculous! All I need is the link to the chart that has routes, time",USA,negative
2015-02-17 08:56:00,US Airways,LucyALloyd,0,@USAirways No kidding. Oy.,Downers Grove,negative
2015-02-17 08:56:00,US Airways,imayfan,0,@USAirways thanks,,positive
2015-02-17 08:57:00,US Airways,Jamayka,0,@USAirways tried twice today on hold for 30 min each time. i have things to do so can't live on hold dealing w/ your customer serv failures,"Austin, TX",negative
2015-02-17 08:58:00,US Airways,portugrad,0,@USAirways Thanks for the info but have been trying for over 24hrs and no luck. Flight dep. Today. Need 2 change 2 tomorrow or Thursday,Chicagoland Area,negative
2015-02-17 08:58:00,US Airways,itsjustdoc,0,@USAirways I didn't even leave the airport and you sent 2 of my bags to Philadelphia!,Ohio,negative
2015-02-17 08:58:00,United,mchooyah,0,@united Thank you for the new Club at O'Hare. Very comfortable. You made the difficult weather days proficient and enjoyable.,,positive
2015-02-17 08:58:00,Southwest,eguroff,0,"@SouthwestAir have you considered adding the ""we'll call you back when we have someone free"" feature to your support line?","Nashville, TN",negative
2015-02-17 08:59:00,United,napsareforkids,0,@united all day travel. #swag #ijustwanttosleep,West Palm Beach ,neutral
2015-02-17 09:00:00,US Airways,TullamoreEims,0,@USAirways This is dating back to Nov. I have been sent back and forth between you and @eDreams_en. It's a disgrace.,Dublin Raised | Brooklyn Based,negative
2015-02-17 09:00:00,US Airways,ShiningLghtPE,0,@USAirways will do. Hoping for a voucher for a future flight #Optimistic,"Pittsburgh, Pa",positive
2015-02-17 09:00:00,United,meracross,0,"@united's first-class #cockup
http://t.co/oh7CFv7DHR",Toronto,negative
2015-02-17 09:01:00,United,CanadianCowgirl,0,@united Gold Star for united- change my flight- miss all connections- but can't accommodate me until a MUCH Late Flightr arrival time-Not HAPPY!,Nova Scotia,negative
2015-02-17 09:02:00,US Airways,DAngel082,0,@USAirways  to arrive the plane I'm sitting on needs to take off...wish someone would tell us what the holdup is,New York,negative
2015-02-17 09:02:00,Southwest,TJGoertz,0,@SouthwestAir Trying to get through by phone to confirm that funds from a Cancelled Flightled reservation can still be used in the future. Can u help?,Toronto,negative
2015-02-17 09:02:00,Delta,ClassyMalick,0,@JetBlue @EllaHenderson omg!  Wish I had a flight today!  Haha there's always next time!  Have fun at #LFT5,NY,positive
2015-02-17 09:03:00,United,BhutanOrient,0,@united actually we did not consider she might have made a mistake. She did not complain beyond that she indicated it on her reservation.,Bhutan,neutral
2015-02-17 09:04:00,Southwest,elliemybellie,0,@SouthwestAir injured at check in yesterday. U told me to go to dr. on hold with SWA for over hour trying to talk with someone. suggestions?,,negative
2015-02-17 09:05:00,Southwest,mal0877,0,@SouthwestAir thank you. I was given this same reply 2 years ago. Can you direct me to an area I can learn more about the improvements?,,negative
2015-02-17 09:05:00,US Airways,Kyle_Clarke528,0,@USAirways want to bump up my seet to first class for two Cancelled Flightlations in 24hrs?? what a joke,"Worthington, Ohio",negative
2015-02-17 09:05:00,Southwest,blackrivervaper,0,@SouthwestAir just disconnected my call after 2.5 hours without even speaking to me. #octaviannightmare,,negative
2015-02-17 09:05:00,United,applecor2,0,@united sat at airport for 5 hrs still sitting at gate..  Sigh,,negative
2015-02-17 09:06:00,United,MiKasuga,0,@united No but u cld explain how such a disorganized and inefficient company w surly and obviously unhappy employees stays in business.,"New York, NY",negative
2015-02-17 09:06:00,United,BhutanOrient,0,"@united +what took me aback was the response by the flight attendant, who put the responsibility squarely back on passenger's shoulders. +",Bhutan,negative
2015-02-17 09:06:00,Delta,heykaitlinmary,0,@JetBlue Hopefully next time! Can I send you my future itineraries so the next one can be planned when I'm there? _Ù÷â_Ù÷â,california ÷Ûü,neutral
2015-02-17 09:06:00,Delta,NMSpedaliere,0,"@JetBlue she was a phone agent, pls do! Peggy was pleasant, informative and delivered. _ü_ü_ü_ü_ü","Old Greenwich, CT",positive
2015-02-17 09:06:00,Southwest,theokatzman,2,@SouthwestAir any chance of adding LAX-&gt;JFK direct any time in the future?,"Lawrsh Ainjellush, CA",neutral
2015-02-17 09:08:00,US Airways,JasonPlizga,0,@USAirways flight #3900 fro ORF to PHL.,,neutral
2015-02-17 09:08:00,US Airways,AndreybohdanY,0,"@USAirways 
That is not an excuse to have such a poor website Flight Booking Problems options! My yearly vacation is about to fall through, ubetter do smth!",,negative
2015-02-17 09:08:00,US Airways,tamajared,0,@USAirways The phone line disconnects. How can I be in the queue to be answered when the phone line simply disconnects when I call?,DC / MIA,negative
2015-02-17 09:08:00,Southwest,challemann,0,"@SouthwestAir Got it, thanks. Any insight into what will happen tomorrow?",New York,neutral
2015-02-17 09:08:00,United,BhutanOrient,0,@united BTW is it true you have to remind flight staff after checking in even after indicating meal prefer on your reservation? +,Bhutan,negative
2015-02-17 09:09:00,Southwest,iBrianWeaver,0,@SouthwestAir I've been on hold for an hour &amp; a half trying to change my flight to BNA. Not very happy with customer service right now!!!!!!,"Nashville, TN",negative
2015-02-17 09:09:00,United,BhutanOrient,0,@united + that's the gist of what the flight attendant told her.,Bhutan,negative
2015-02-17 09:10:00,US Airways,ceowens5,0,@USAirways still crickets from customer service.,"Seattle, WA",negative
2015-02-17 09:10:00,Delta,leighericam,0,@JetBlue well lucky I only fly JB..I guess I would be even more squished on any other airline _Ù÷_,NYC | NOLA  ,positive
2015-02-17 09:11:00,United,ClaudiaStClair,0,@united I appreciate the follow up.,"Salt Lake City, Utah",positive
2015-02-17 09:12:00,Delta,alsonmusical,0,@JetBlue Got flight reschedule to flight form PIT to FLL and our flight had mechanical problems so we were delayed an hour Missed my connect,"Yauco, Puerto Rico",negative
2015-02-17 09:12:00,United,jsumiyasu,0,@united @jsumiyasu I am thankful to the  United ground staff who put me in the last seat on the last flight out. Home Late Flight is still home!,So Cal,positive
2015-02-17 09:13:00,US Airways,simuLate Flightthis,0,"@USAirways Flight 2069 from JFK to Charlotte, then 3750 from Charlotte to Birmingham. 2 previous flights to HSV were Cancelled Flightled.",Queens,negative
2015-02-17 09:13:00,United,BhutanOrient,0,"@united no worries about the tweets. We all should do what we can to make sure we, as in your tag line, ""Fly the Friendly Skies.""",Bhutan,positive
2015-02-17 09:13:00,US Airways,simuLate Flightthis,0,"@USAirways Now I am probably going to miss my connection in Charlotte, so I will have to drive home for the funeral.",Queens,negative
2015-02-17 09:13:00,Southwest,Loley9,0,"@SouthwestAir been on hold for over an hour.....not cool, you guys.","Dallas, TX",negative
2015-02-17 09:14:00,Delta,alsonmusical,0,@JetBlue should i continue?,"Yauco, Puerto Rico",negative
2015-02-17 09:14:00,Delta,Darshan7Patel,0,@JetBlue I do not want to deal with your customer service agents with no practical knowledge.Provide me with a direct contact.,,negative
2015-02-17 09:14:00,Delta,thegayngler,0,"@JetBlue Ok great thanks! I had a great flight, FYI. I'm excited to fly again. I just was frustrated I was not able to check in.","NY, NY",neutral
2015-02-17 09:15:00,Southwest,laurenproberts,0,@SouthwestAir - any update on flights in to BNA today?,"Nashville, TN",neutral
2015-02-17 09:15:00,Southwest,joepalko,0,@SouthwestAir damn weather messing up everything #serenitynow,"Delray Beach, FL",neutral
